dataset_id	recommendation	current_status	title	producer	license	files	sampled_files	inspected_units	signals	rationale
67377840871a62e16cc40aa5	HOLD	REVIEW_REQUIRED	Station d'alerte sécheresse pour les eaux souterraines pour le département du Gard	DDTM Gard	lov2	1	1	1	contact,phone	signal direct à examiner : contact,phone
673779e6871a62e16cc40c12	HOLD	REVIEW_REQUIRED	Stations d'alerte sécheresse pour les eaux superficielles pour le département du Gard	DDTM Gard	lov2	1	1	1	contact,phone	signal direct à examiner : contact,phone
673818ebc1f7a9921ac40aaa	HOLD	REVIEW_REQUIRED	Démographie des communes 2006 selon INSEE dans la Somme	Direction Départementale des Territoires et de la Mer de la Somme	lov2	1	1	1	contact,phone	signal direct à examiner : contact,phone
67381958c1f7a9921ac40ad7	HOLD	REVIEW_REQUIRED	Démographie des communes 2013 selon INSEE dans la Somme	Direction Départementale des Territoires et de la Mer de la Somme	lov2	1	1	1	contact,phone	signal direct à examiner : contact,phone
6738195ac1f7a9921ac40adc	HOLD	REVIEW_REQUIRED	Démographie des communes 2007 selon INSEE dans la Somme	Direction Départementale des Territoires et de la Mer de la Somme	lov2	1	1	1	contact,phone	signal direct à examiner : contact,phone
67381993c1f7a9921ac40aed	HOLD	REVIEW_REQUIRED	Démographie des communes 2012 selon INSEE dans la Somme	Direction Départementale des Territoires et de la Mer de la Somme	lov2	1	1	1	contact,phone	signal direct à examiner : contact,phone
673a5e40a8c1a16ff52d9958	APPROVE	REVIEW_REQUIRED	Contours géographiques des EPCI par Régions (2019)	Datactivist	lov2	18	18	18		aucun signal direct dans les noms et échantillons inspectés
673eb2de4c91caa2357733c9	HOLD	REVIEW_REQUIRED	Logements HLM issus du RPLS avec géolocalisation	DDT Tarn-et-Garonne	lov2	1	1	1	address,contact,phone	signal direct à examiner : address,contact,phone
674547cc5cc63ed8987733ca	APPROVE	REVIEW_REQUIRED	Energies - Energie totale consommée à Paris	Ville de Paris	odc-odbl	2	2	2		aucun signal direct dans les noms et échantillons inspectés
674661f98731a4f47077341f	HOLD	REVIEW_REQUIRED	Risque de submersion marine de retour centennal avec prise en compte du changement climatique en Hauts-de-France	DREAL Hauts-de-France	lov2	1	1	1	contact,phone	signal direct à examiner : contact,phone
