dataset_id	recommendation	current_status	title	producer	license	files	sampled_files	inspected_units	signals	rationale
5c9e3c478b4c414290a0f73c	HOLD	REVIEW_REQUIRED	Programme d'enseignement des classes préparatoires au baccalauréat professionnel	Ministères de l'Éducation nationale	fr-lo	44	20	110	address,contact,email,partial_file_sample,phone	signal direct à examiner : address,contact,email,partial_file_sample,phone
5cc1b94a634f4165e96436c1	HOLD	REVIEW_PERSONAL_DATA	Demandes de valeurs foncières géolocalisées	data.gouv.fr	lov2	3	3	2	address,contact,phone	signal direct à examiner : address,contact,phone
5cdd26748b4c413b076fb9cf	HOLD	REVIEW_PERSONAL_DATA	Le budget de l’État en 2018 (résultats et gestion) 	Cour des comptes	odc-odbl	1	1	10	address	signal direct à examiner : address
5ce8c11e06e3e715bcd57eba	APPROVE	REVIEW_REQUIRED	Répartition des potentiels de gaz verts à horizon 2050 par département	Open Data Réseaux Énergies	lov2	8	8	5		aucun signal direct dans les noms et échantillons inspectés
5d12ee8206e3e762c0c89a4c	HOLD	REVIEW_PERSONAL_DATA	Répertoire des Musées de France : base Muséofile	Ministère de la Culture	lov2	1	1	1	address,contact,phone	signal direct à examiner : address,contact,phone
5d1b7aa36f444175f0d04005	APPROVE	REVIEW_REQUIRED	Les finances publiques locales 2019 - Fascicule 1	Cour des comptes	odc-odbl	1	1	10		aucun signal direct dans les noms et échantillons inspectés
5d1b7c576f44417a5d88e05e	APPROVE	REVIEW_REQUIRED	La situation et les perspectives des finances publiques	Cour des comptes	odc-odbl	1	1	10		aucun signal direct dans les noms et échantillons inspectés
5d318e9c634f4172420e6f2c	APPROVE	REVIEW_REQUIRED	Hôtels de préfectures	Service départemental d'incendie et de secours de l'Essonne	other-pd	4	4	6		aucun signal direct dans les noms et échantillons inspectés
5d36ef386f444131f0f9e9ae	HOLD	REVIEW_PERSONAL_DATA	Collèges du Morbihan	Département du Morbihan	lov2	1	1	1	address	signal direct à examiner : address
5d3824836f444107bf9d9707	HOLD	REVIEW_REQUIRED	SINOE ® - Annuaire 2016 des installations de stockage des déchets non dangereux (ISDND)	ADEME	lov2	4	4	12	address,contact,email,phone	signal direct à examiner : address,contact,email,phone
5d4dd16c6f444161e140abc9	HOLD	REVIEW_ATTRIBUTION	Base des sols pollués		fr-lo	2	2	1	contact	producteur absent; attribution à résoudre
5d6eaffc8b4c417cdc452ac3	HOLD	REVIEW_REQUIRED	Base Nationale des Lieux de Covoiturage	Point d'Accès National transport.data.gouv.fr	odc-odbl	4	4	4	contact	signal direct à examiner : contact
5d79f026634f4132ac9ea4c0	APPROVE	REVIEW_PERSONAL_DATA	Départements administratifs au 1er janvier 2018	Système d'Information sur l'Eau	lov2	4	4	1		aucun signal direct dans les noms et échantillons inspectés
5d79f0298b4c412a75293c7b	HOLD	REVIEW_REQUIRED	Points de prélèvements associés aux stations de mesure de la qualité des eaux superficielles continentales (STQ) - France entière	Système d'Information sur l'Eau	lov2	8	8	5	contact,email	signal direct à examiner : contact,email
5d79f02a634f4132bd8ee1c5	HOLD	REVIEW_PERSONAL_DATA	Départements administratifs au 1er janvier 2019	Système d'Information sur l'Eau	lov2	5	5	2	contact,email	signal direct à examiner : contact,email
