dataset_id	recommendation	current_status	title	producer	license	files	sampled_files	inspected_units	signals	rationale
56fd8e8788ee387079c352f7	APPROVE	REVIEW_REQUIRED	Résultats nationaux des observatoires locaux des loyers	Observatoires Locaux des Loyers	lov2	12	12	12		aucun signal direct dans les noms et échantillons inspectés
56fd90e8c751df174ac485cb	HOLD	REVIEW_REQUIRED	Résultats des observatoires locaux des loyers par agglomération	Observatoires Locaux des Loyers	lov2	520	20	20	partial_file_sample	signal direct à examiner : partial_file_sample
5761babc88ee382661640391	APPROVE	REVIEW_PERSONAL_DATA	Le secteur du tourisme	Ministère de l'Economie, de l'Industrie et du Numérique	lov2	3	3	12		aucun signal direct dans les noms et échantillons inspectés
577225c888ee383112ab6512	HOLD	REVIEW_PERSONAL_DATA	Inventaire national des matières et déchets radioactifs	Agence nationale pour la gestion des déchets radioactifs	fr-lo	12	12	12	phone	signal direct à examiner : phone
577cb487c751df29779901a0	HOLD	REVIEW_PERSONAL_DATA	Lauréats I-LAB Concours national d'aide à la création d'entreprises de technologies innovantes	Ministère de l'Enseignement supérieur, de la Recherche et de l'Espace	fr-lo	4	4	4	address,contact,email,first_name,phone	signal direct à examiner : address,contact,email,first_name,phone
5796275a88ee3831d77d97c2	HOLD	REVIEW_REQUIRED	Référentiel des métiers et compétences des Systèmes d’information et de communication (SIC)  (juillet 2016)	Direction interministérielle du numérique	fr-lo	2	2	9	phone	signal direct à examiner : phone
57db115088ee3802f55ff490	HOLD	REVIEW_REQUIRED	Candidats et lauréats du prix PEPS - Passion Enseignement et Pédagogie dans le Supérieur	Ministère de l'Enseignement supérieur, de la Recherche et de l'Espace	fr-lo	7	7	6	address,contact,email,first_name,phone	signal direct à examiner : address,contact,email,first_name,phone
57db148888ee383cd95ff490	HOLD	REVIEW_REQUIRED	Budget de recherche et de transfert de  technologie (R&T) des collectivités territoriales 	Ministère de l'Enseignement supérieur, de la Recherche et de l'Espace	fr-lo	4	4	4	contact,email,phone	signal direct à examiner : contact,email,phone
58123657c751df389fc562c8	HOLD	REVIEW_PERSONAL_DATA	Référentiel métiers RéFérens III pour la filière des ITRF	Ministère de l'Enseignement supérieur, de la Recherche et de l'Espace	fr-lo	4	4	4	contact,email,phone	signal direct à examiner : contact,email,phone
582d7c04a3a7290df5f45b67	HOLD	REVIEW_REQUIRED	L'agenda Cultures en Haute-Garonne (open agenda)	Conseil départemental de la Haute-Garonne - Haute-Garonne Open Data	lov2	4	4	3	address,contact,email,phone	signal direct à examiner : address,contact,email,phone
