dataset_id	recommendation	current_status	title	producer	license	files	sampled_files	inspected_units	signals	rationale
64ac9d008a3ef9d72912a193	APPROVE	REVIEW_PERSONAL_DATA	Fiscalité locale des professionnels - Géo	Ministères économiques et financiers	lov2	4	4	3		aucun signal direct dans les noms et échantillons inspectés
64ac9d02e0951b41b712a193	APPROVE	REVIEW_PERSONAL_DATA	Fiscalité locale des professionnels	Ministères économiques et financiers	lov2	2	2	2		aucun signal direct dans les noms et échantillons inspectés
64c062e06417adf6a69f7201	HOLD	REVIEW_PERSONAL_DATA	Resultats de qualité des services publics	Direction Interministérielle de la Transformation Publique	lov2	1	1	1	contact	signal direct à examiner : contact
64c062e0e1545c18019f7201	HOLD	REVIEW_PERSONAL_DATA	Typologies des services publics	Direction Interministérielle de la Transformation Publique	lov2	1	1	1	contact,email,phone	signal direct à examiner : contact,email,phone
64d634d0a44bad3832e40886	HOLD	REVIEW_REQUIRED	Enquête nationale sur les transports collectifs urbains	Cerema	lov2	11	11	17	address,contact,phone	signal direct à examiner : address,contact,phone
64f7c309e0e88e0fcdae9bff	HOLD	REVIEW_PERSONAL_DATA	Moncompteformation - Entrées et sorties de formation	Caisse des Dépôts	lov2	2	2	2	address,email,phone	signal direct à examiner : address,email,phone
64f8681944e2fc006a93e65b	HOLD	REVIEW_PERSONAL_DATA	Base de Données Nationale IMOPE - Inventaire Multi-Objets des Bâtiments	Urban Retrofit Business Services	lov2	101	20	0	partial_file_sample	signal direct à examiner : partial_file_sample
6503d805d0fd3360f16e33b0	HOLD	REVIEW_PERSONAL_DATA	Annuaire des bureaux des entreprises des lycées professionnels et polyvalents	Ministères de l'Éducation nationale	lov2	4	4	3	address,phone	signal direct à examiner : address,phone
650e0f1904eba4f82b1a49b1	APPROVE	REVIEW_PERSONAL_DATA	Casernes du Service Départemental Métropolitain d'Incendie et de Secours sur le territoire du département du Rhône et de la Métropole de Lyon	Métropole de Lyon	lov2	1	1	0		aucun signal direct dans les noms et échantillons inspectés
652d04bd41b04e798e6a21e2	APPROVE	REVIEW_REQUIRED	BATISTATO - Constitution et consommations énergétiques du parc de bati en Ile-de-France	Direction régionale et interdépartementale de l’environnement, de l’aménagement et des transports d'Île-de-France	lov2	7	7	16		aucun signal direct dans les noms et échantillons inspectés
65548f606fe6f0a87fcf8ca1	HOLD	REVIEW_PERSONAL_DATA	Fonds des cartes de chaleur des taux de cambriolages et tentatives de cambriolages de logements enregistrés par la police et la gendarmerie nationales	Ministère de l'intérieur	lov2	8	8	10	email	signal direct à examiner : email
6564969d3579e21795ebd378	HOLD	REVIEW_PERSONAL_DATA	Communes et inventaire SRU	Ministère de la Transition écologique	lov2	16	16	86	address	signal direct à examiner : address
656565de619420d81ca3e3dc	HOLD	REVIEW_REQUIRED	Les aides déconcentrées au spectacle vivant (ADSV)	Ministère de la Culture	lov2	1	1	1	address,contact	signal direct à examiner : address,contact
6582f2d98b1e2e8d11554dcf	HOLD	REVIEW_REQUIRED	Hébergements Touristiques du Grand Chambord (+Muides)	Communauté de communes du Grand Chambord 	lov2	15	15	12	address,contact,first_name	signal direct à examiner : address,contact,first_name
6587efa36e80ab61d5792fdd	APPROVE	REVIEW_PERSONAL_DATA	Données financières détaillées des entreprises (format parquet)	Signaux Faibles	lov2	1	1	0		aucun signal direct dans les noms et échantillons inspectés
659d7da1a28b115513e756ff	APPROVE	REVIEW_PERSONAL_DATA	Portail FranceArchives - Inventaires des archives françaises	Ministère de la Culture	fr-lo	2	2	2		aucun signal direct dans les noms et échantillons inspectés
65a6c0fba8b46aea409ce9ee	APPROVE	REVIEW_REQUIRED	Référentiel de rémunération des 55 métiers de la filière numérique (janvier 2024)	Direction interministérielle du numérique	lov2	2	2	1		aucun signal direct dans les noms et échantillons inspectés
65af92d12d38ceffacb04812	HOLD	REVIEW_REQUIRED	Base de données multimodale transports publics en Bretagne - Korrigo- GTFS	Région Bretagne	odc-odbl	3	3	9	contact	signal direct à examiner : contact
65c0e835c48bd8b0e5db9076	HOLD	REVIEW_PERSONAL_DATA	Estimation des émissions individuelles de gaz à effet de serre lors des déplacements domicile-travail	Institut national de la statistique et des études économiques (Insee)	lov2	8	8	4	address	signal direct à examiner : address
65c4f98979eb66d71c1484bc	APPROVE	REVIEW_REQUIRED	(à paraitre) Février 2026_ Résultat des élections des représentants des étudiants au sein des Crous (par région et nombre de sièges par liste)	Centre National des Œuvres Universitaires et Scolaires	lov2	3	3	10		aucun signal direct dans les noms et échantillons inspectés
65e2979e41fa6389c8eb5b57	HOLD	REVIEW_PERSONAL_DATA	Consommation annuelle d’électricité et gaz par IRIS	Agence ORE	lov2	3	3	3	contact	signal direct à examiner : contact
65f1185f3e0e630d9f924b51	HOLD	REVIEW_REQUIRED	Consommation annuelle d’électricité et gaz par région	Agence ORE	lov2	3	3	3	contact	signal direct à examiner : contact
65f1185fbb16ea436d7ba548	HOLD	REVIEW_REQUIRED	Consommation annuelle d’électricité et gaz par département	Agence ORE	fr-lo	3	3	3	contact	signal direct à examiner : contact
65f1185fd7321d8e647ba548	HOLD	REVIEW_PERSONAL_DATA	Consommation annuelle d’électricité et gaz par commune	Agence ORE	lov2	3	3	3	contact	signal direct à examiner : contact
65f118613e0e630d9f924b52	HOLD	REVIEW_REQUIRED	Consommation annuelle d’électricité et gaz par EPCI	Agence ORE	lov2	3	3	3	contact	signal direct à examiner : contact
65f125f4f1d232d84e924b51	APPROVE	REVIEW_REQUIRED	Registre national des installations de production et de stockage d'électricité (au 31/12/2023)	Open Data Réseaux Énergies	lov2	4	4	13		aucun signal direct dans les noms et échantillons inspectés
65f4e1142b6f0e75cc7cd1aa	HOLD	REVIEW_PERSONAL_DATA	Idéo-Fiches métiers	Office national d'information sur les enseignements et les professions	odc-odbl	1	1	1	address,contact,phone	signal direct à examiner : address,contact,phone
65f96d3d30c8e128529264a2	HOLD	REVIEW_PERSONAL_DATA	Programmation annuelle des achats des collectivités bretonnes volontaires	Mégalis Bretagne	lov2	2	2	1	address,phone	signal direct à examiner : address,phone
66063d22592637d8f57263d5	HOLD	REVIEW_REQUIRED	Nuit européenne des musées 2024	Ministère de la Culture	lov2	4	4	3	address,contact,first_name,phone	signal direct à examiner : address,contact,first_name,phone
660bf8c3b504b24a6b00c533	HOLD	REVIEW_REQUIRED	Stations classées de tourisme en Haute-Savoie	Direction Départementale des Territoires de Haute-Savoie	lov2	1	1	1	contact,phone	signal direct à examiner : contact,phone
662156e6b5a7116d9e79100e	EXCLUDE	REVIEW_MISSING_FILES	Historique de la population (1968-2019)	Dijon métropole	lov2	0	0	0		aucun fichier local complet à diffuser
662a5e2cd71b24df5e9a0827	HOLD	REVIEW_REQUIRED	Donnée Sécheresse - VigiEau	Ministère de la Transition écologique	lov2	48	20	46	address,partial_file_sample	signal direct à examiner : address,partial_file_sample
6641c562e5acdb35c0e6051d	HOLD	REVIEW_REQUIRED	Cartographie des Zones Climatiques Locales (LCZ) des 93 territoires de plus de 50 000 habitants en France	Cerema	lov2	97	20	17	contact,partial_file_sample,phone	signal direct à examiner : contact,partial_file_sample,phone
664337d4629c4313dc94b104	APPROVE	REVIEW_REQUIRED	Comptes de gestion des communes de la Métropole de Lyon	Métropole de Lyon	lov2	1	1	1		aucun signal direct dans les noms et échantillons inspectés
664723eb8ecd21c19bbfd060	APPROVE	REVIEW_REQUIRED	Évaluation des formations par le Hcéres	Haut Conseil de l’évaluation de la recherche et de l’enseignement supérieur	lov2	1	1	1		aucun signal direct dans les noms et échantillons inspectés
66512b67b8c9abb821e5a98b	APPROVE	REVIEW_REQUIRED	Fiscalité locale des particuliers	Ministères économiques et financiers	lov2	2	2	2		aucun signal direct dans les noms et échantillons inspectés
66512be37d2d55cbd2e5a98b	APPROVE	REVIEW_REQUIRED	Fiscalité locale des particuliers - Géo	Ministères économiques et financiers	lov2	4	4	3		aucun signal direct dans les noms et échantillons inspectés
