dataset_id	recommendation	current_status	title	producer	license	files	sampled_files	inspected_units	signals	rationale
6881dd8f1b98d332a72cbfb1	HOLD	REVIEW_REQUIRED	Données climatiques prospectives - France +4°C - Vague de chaleur	ADEME	lov2	3	3	3	contact,email,phone	signal direct à examiner : contact,email,phone
6881dda16713843e52a08c07	HOLD	REVIEW_REQUIRED	Données climatiques prospectives - France +4°C	ADEME	lov2	3	3	3	contact,email,phone	signal direct à examiner : contact,email,phone
6881ddb0f0744368d0818da6	HOLD	REVIEW_REQUIRED	Données climatiques prospectives - France +2,7°C - Vague de chaleur	ADEME	lov2	3	3	3	contact,email,phone	signal direct à examiner : contact,email,phone
6881ddbfcb27381d10700f71	HOLD	REVIEW_REQUIRED	Données climatiques prospectives - France +2,7°C	ADEME	lov2	3	3	3	contact,email,phone	signal direct à examiner : contact,email,phone
6881ddcf5007d087eddf4401	HOLD	REVIEW_REQUIRED	Données climatiques prospectives - France +2°C - Vague de chaleur	ADEME	lov2	3	3	3	contact,email,phone	signal direct à examiner : contact,email,phone
6881dde3c144ee824f457f53	HOLD	REVIEW_REQUIRED	Données climatiques prospectives - France +2°C	ADEME	lov2	3	3	3	contact,email,phone	signal direct à examiner : contact,email,phone
688201cd45ea9d6bf4921b95	HOLD	REVIEW_PERSONAL_DATA	Service-public.fr - Annuaire de l’administration - Base de données locales vectorisée	Direction interministérielle du numérique	lov2	2	2	2	address,contact,phone	signal direct à examiner : address,contact,phone
6888814b4e3edfaa4b226531	HOLD	REVIEW_PERSONAL_DATA	La démographie des professionnels de santé depuis 2012	Ministère des Solidarités et de la Santé	lov2	23	20	190	address,contact,partial_file_sample	signal direct à examiner : address,contact,partial_file_sample
6895bfb71930a5b1cff0e980	HOLD	REVIEW_PERSONAL_DATA	Emissions de CO2 moyennes par personne et par semaine pour les déplacements domicile-travail, selon le mode de déplacement principal	Ecolab	fr-lo	5	5	5	address	signal direct à examiner : address
689c42bb521ccf80ce954f81	HOLD	REVIEW_REQUIRED	Qualité de l'air extérieur : indicateurs nationaux	Service des données et études statistiques (SDES)	fr-lo	14	14	7	contact	signal direct à examiner : contact
689c42c0bf3f3901d8aa171f	HOLD	REVIEW_REQUIRED	Qualité de l'air extérieur : indicateurs territoriaux	Service des données et études statistiques (SDES)	fr-lo	4	4	2	contact	signal direct à examiner : contact
689c42dc21932fa1640d99c3	HOLD	REVIEW_PERSONAL_DATA	Données détaillées au logement du répertoire des logements locatifs des bailleurs sociaux (RPLS)	Service des données et études statistiques (SDES)	fr-lo	2	2	11	address,contact	signal direct à examiner : address,contact
689c42e194c71a7fbb2b472b	HOLD	REVIEW_REQUIRED	Données selon le zonage ABC sur la commercialisation des logements neufs	Service des données et études statistiques (SDES)	fr-lo	8	8	6	contact	signal direct à examiner : contact
68aecf1dd2d11c92c4fafe53	HOLD	REVIEW_REQUIRED	Archives annuelles des observations bouées	Météo-France	lov2	33	20	1	partial_file_sample	signal direct à examiner : partial_file_sample
68afd505667d22d2c6d6bb4e	HOLD	REVIEW_PERSONAL_DATA	Journées du patrimoine 2025 dans les sites labellisés Patrimoine d'intérêt régional	Région Île-de-France	lov2	4	4	3	address,phone	signal direct à examiner : address,phone
68b0df7b5fc04a2f363846bb	APPROVE	REVIEW_PERSONAL_DATA	Idéo-Formations initiales en France	Office national d'information sur les enseignements et les professions	odc-odbl	1	1	1		aucun signal direct dans les noms et échantillons inspectés
68b7ca8ae9efbdc6298dc187	HOLD	REVIEW_REQUIRED	Pollution des sols Servitude d'utilité publique (SUP) Normandie	Direction régionale de l'Environnement, de l'Aménagement et du Logement de Normandie	lov2	3	3	3	contact,phone	signal direct à examiner : contact,phone
68b7e68e1ee49772fbcafa50	HOLD	REVIEW_PERSONAL_DATA	Ensemble de jeux de données sur la démographie d’entreprises	Institut national de la statistique et des études économiques (Insee)	lov2	1	1	1	contact,phone	signal direct à examiner : contact,phone
68bab0ea28430ae0a818baf3	HOLD	REVIEW_PERSONAL_DATA	Ensemble de jeux de données sur les salaires	Institut national de la statistique et des études économiques (Insee)	lov2	1	1	1	contact,phone	signal direct à examiner : contact,phone
68c24ccbc4dfb749b6724458	HOLD	REVIEW_REQUIRED	Démographie des communes 2009 selon INSEE dans la Somme	Direction Départementale des Territoires et de la Mer de la Somme	lov2	1	1	1	contact,phone	signal direct à examiner : contact,phone
68c27c8bc543c5ee3e524838	HOLD	REVIEW_PERSONAL_DATA	Ensemble des jeux de données relatifs aux Indicateurs de pauvreté et de niveau de vie au niveau individu et ménage	Institut national de la statistique et des études économiques (Insee)	lov2	1	1	1	contact,phone	signal direct à examiner : contact,phone
68c2896fc7b6121d990246d3	HOLD	REVIEW_PERSONAL_DATA	Ensemble de jeux de données relatifs aux indicateurs de niveau de vie, d’inégalité et de pauvreté du niveau national et infra-départemental	Institut national de la statistique et des études économiques (Insee)	lov2	1	1	1	contact,phone	signal direct à examiner : contact,phone
68c362a46e58a6c28e724405	HOLD	REVIEW_REQUIRED	Hébergements touristiques en Région Centre-Val de Loire	Communauté de Communes Coeur de France	lov2	4	4	3	address,contact,phone	signal direct à examiner : address,contact,phone
68cbc40edf952493fcc0bc91	HOLD	REVIEW_REQUIRED	Réservoirs régionaux de biodiversité du schéma régional de cohérence écologique de Bretagne	Direction régionale de l'environnement, de l'aménagement et du logement de Bretagne	lov2	1	1	1	contact,phone	signal direct à examiner : contact,phone
68cbc40fdf952493fcc0bc95	HOLD	REVIEW_REQUIRED	PAOT 2022-2027 - Actions prévues en Bretagne - Industrie / Connaissance des pressions	Direction régionale de l'environnement, de l'aménagement et du logement de Bretagne	lov2	2	2	1	contact	signal direct à examiner : contact
68cbc411df952493fcc0bc9b	HOLD	REVIEW_REQUIRED	PAOT 2022-2027 - Actions prévues en Bretagne - Agriculture / Intrants et érosion	Direction régionale de l'environnement, de l'aménagement et du logement de Bretagne	lov2	2	2	1	contact	signal direct à examiner : contact
68cbc414df952493fcc0bca2	HOLD	REVIEW_REQUIRED	Bilan des contrôles au titre de la Directive Nitrates dans les exploitations agricoles en Bretagne	Direction régionale de l'environnement, de l'aménagement et du logement de Bretagne	lov2	1	1	1	contact	signal direct à examiner : contact
68cbc417df952493fcc0bcaa	HOLD	REVIEW_REQUIRED	Analyse de pesticides dans les cours d'eau vis à vis des PNEC dans les cours d'eau en Bretagne	Direction régionale de l'environnement, de l'aménagement et du logement de Bretagne	lov2	1	1	1	contact	signal direct à examiner : contact
