dataset_id	recommendation	current_status	title	producer	license	files	sampled_files	inspected_units	signals	rationale
611621ef015cc1e65f3c91cc	APPROVE	REVIEW_REQUIRED	Population annuelle par communes de la Métropole de Lyon	Métropole de Lyon	lov2	1	1	0		aucun signal direct dans les noms et échantillons inspectés
611621f37e10d43b662b5c64	APPROVE	REVIEW_PERSONAL_DATA	Annuaire alimentation et précarité étudiante dans la Métropole de Lyon	Métropole de Lyon	lov2	1	1	0		aucun signal direct dans les noms et échantillons inspectés
6128640090a161c05046ea4e	APPROVE	REVIEW_REQUIRED	Indicateur Annualisé Gaz Renouvelable des territoires - périmètre national	Open Data Réseaux Énergies	lov2	4	4	3		aucun signal direct dans les noms et échantillons inspectés
612da9f23e803252b4ef6a5a	HOLD	REVIEW_REQUIRED	Référentiel géographique - Cadastre - Données Bâtiments - Grand Poitiers Données de référence	Grand Poitiers Open Data	lov2	3	3	3	contact,phone	signal direct à examiner : contact,phone
6132b8007c4562a7d32bd965	APPROVE	REVIEW_PERSONAL_DATA	Plan de relance - Industrie du futur : nombre de bénéficiaires et montants par département	France Relance 	lov2	2	2	2		aucun signal direct dans les noms et échantillons inspectés
61488c8c6c3e156d4c83f979	HOLD	REVIEW_REQUIRED	Plan IGN	Institut national de l'information géographique et forestière	lov2	5	5	5	contact,phone	signal direct à examiner : contact,phone
61489083dc4223219e50cc35	HOLD	REVIEW_REQUIRED	BD TOPO®	Institut national de l'information géographique et forestière	lov2	143	20	18	address,contact,partial_file_sample,phone	signal direct à examiner : address,contact,partial_file_sample,phone
61489e33b77d1697d00d2fec	HOLD	REVIEW_REQUIRED	Iris...GE	Institut national de l'information géographique et forestière	lov2	5	5	5	address,contact,phone	signal direct à examiner : address,contact,phone
61489ec3e64c7f138f1b2e13	HOLD	REVIEW_REQUIRED	OCS GE	Institut national de l'information géographique et forestière	lov2	16	16	14	contact,phone	signal direct à examiner : contact,phone
6149925a2ff0ab6cebdd6fe8	HOLD	REVIEW_REQUIRED	Indice de la qualité de l'air quotidien par commune - indice ATMO	Atmo France	odc-odbl	4	4	3	address,contact,phone	signal direct à examiner : address,contact,phone
6149a5b090f7deb2468619cd	APPROVE	REVIEW_PERSONAL_DATA	Sirènes du Système d'Alerte et d'informations aux populations (SAIP) à Antibes Juan-les-Pins	Ville d'Antibes	lov2	2	2	1		aucun signal direct dans les noms et échantillons inspectés
614adde800eeb2f8ac95be12	HOLD	REVIEW_PERSONAL_DATA	Que faire de mes déchets - Produits	ADEME	lov2	2	2	2	address,contact,email,phone	signal direct à examiner : address,contact,email,phone
614b3fb671e1083ae45effd7	HOLD	REVIEW_PERSONAL_DATA	Base sur la qualité et la sécurité des soins (anciennement Scope Santé)	Haute Autorité de santé	lov2	12	12	32	address,contact,phone	signal direct à examiner : address,contact,phone
6152d0adef276056de55cbfe	APPROVE	REVIEW_PERSONAL_DATA	Pépinières et hôtels d'entreprises sur le territoire de la CU Caen la mer	Communauté urbaine de Caen la mer	lov2	2	2	11		aucun signal direct dans les noms et échantillons inspectés
615bcdd729be9185b3b0681a	HOLD	REVIEW_PERSONAL_DATA	Liste des objets protégés au titre des Monuments historiques	Ministère de la Culture	fr-lo	1	1	1	address,phone	signal direct à examiner : address,phone
616d6531c2951bbe8bd97771	HOLD	REVIEW_PERSONAL_DATA	Parcelles en Agriculture Biologique (AB) déclarées à la PAC	Agence Bio	lov2	96	20	1	contact,partial_file_sample	signal direct à examiner : contact,partial_file_sample
6176785207139a929a2776fe	HOLD	REVIEW_REQUIRED	Projets financés par les dotations de soutien à l'investissement des collectivités territoriales	Direction générale des collectivités locales	lov2	8	8	8	address,phone	signal direct à examiner : address,phone
617a213b6169cf65304a1318	HOLD	REVIEW_REQUIRED	Projets de production de gaz renouvelable et bas carbone par pyrogazeification pour injection dans les réseaux gaziers	Open Data Réseaux Énergies	lov2	7	7	5	contact	signal direct à examiner : contact
61816c6e23197bb34835228e	APPROVE	REVIEW_PERSONAL_DATA	Logements vacants du parc privé par commune, département, région, France, de 2020 à 2026	Ministère de la Transition écologique	lov2	6	6	15		aucun signal direct dans les noms et échantillons inspectés
61892a26c94e39bde1dbf7ac	HOLD	REVIEW_REQUIRED	Sites référencés dans Cartofriches	Cerema	lov2	2	2	1	contact	signal direct à examiner : contact
618bbfa6adc9cbcdf94a1318	HOLD	REVIEW_PERSONAL_DATA	Émissions de CO2 consolidées par pays du groupe EDF	Electricité de France	lov2	2	2	2	contact,phone	signal direct à examiner : contact,phone
619c677ba67b35c0e95506cd	APPROVE	REVIEW_REQUIRED	Indicateur Prospectif de Gaz Renouvelable - Dynamique engagée à la maille EPCI	Open Data Réseaux Énergies	lov2	8	8	5		aucun signal direct dans les noms et échantillons inspectés
619f5f9c38e27e934733e60b	APPROVE	REVIEW_PERSONAL_DATA	Données de surveillance de la COVID-19 dans les Établissements Sociaux et Médico-Sociaux (ESMS)	Santé publique France	lov2	2	2	2		aucun signal direct dans les noms et échantillons inspectés
61a92b5148113b5780a01cfb	HOLD	REVIEW_PERSONAL_DATA	Annuaire des exploitations certifiées « Haute Valeur Environnementale »	Ministère de l'Agriculture, de l'agro-alimentaire et de la souveraineté alimentaire	lov2	3	3	21	address,email	signal direct à examiner : address,email
61aa0bd25c40b31e464ed799	APPROVE	REVIEW_PERSONAL_DATA	SLA - Bibliothèques & médiathèques	Saint-Louis Agglomération	lov2	4	4	3		aucun signal direct dans les noms et échantillons inspectés
61aa0bd2c564b431e34ed799	HOLD	REVIEW_PERSONAL_DATA	"SLA - Base SIRENE - Etablissements ""actifs"""	Saint-Louis Agglomération	lov2	4	4	3	address,first_name	signal direct à examiner : address,first_name
61b149402e4e55ff50993393	APPROVE	REVIEW_REQUIRED	SLA - Annuaire des métiers de la collectivité	Saint-Louis Agglomération	lov2	2	2	2		aucun signal direct dans les noms et échantillons inspectés
61b4226ca5919d3b718b8e9e	HOLD	REVIEW_REQUIRED	Catalogue des données du ministère de la Culture	Ministère de la Culture	lov2	4	4	4	address,contact,email,first_name,phone	signal direct à examiner : address,contact,email,first_name,phone
61c26ac39bd57502b58b8e9e	HOLD	REVIEW_PERSONAL_DATA	SLA - Annuaire des professionnels de santé	Saint-Louis Agglomération	lov2	4	4	3	address,first_name,phone	signal direct à examiner : address,first_name,phone
61c9fdfa3f81d47b9db36bd9	HOLD	REVIEW_REQUIRED	Liste des Simulateurs développés par la DILA - Service-public.fr	Premier ministre	fr-lo	2	2	1	health_id	signal direct à examiner : health_id
61d5bd6fd8fa52f2c3c19243	APPROVE	REVIEW_REQUIRED	Référentiel de rémunération des 56 métiers de la filière numérique et des systèmes d'information et communication (janvier 2022)	Direction interministérielle du numérique	lov2	2	2	1		aucun signal direct dans les noms et échantillons inspectés
61d5e2d372a52d9f9411ff88	APPROVE	REVIEW_PERSONAL_DATA	Géolocalisation des établissements du répertoire SIRENE-pour les études statistiques	Institut national de la statistique et des études économiques (Insee)	lov2	3	3	0		aucun signal direct dans les noms et échantillons inspectés
61dc6f4a673f9b5ffe0c29c1	HOLD	REVIEW_REQUIRED	Données RPLS par IRIS et par QPV.	Ithéa Conseil	lov2	1	1	11	health_id	signal direct à examiner : health_id
61dc7157488f8cdb4283e3c3	HOLD	REVIEW_PERSONAL_DATA	Base de données nationale des bâtiments  	Centre Scientifique et Technique du Batiment	lov2	5	5	11	address,contact	signal direct à examiner : address,contact
621df2954fa5a3b5a023e23c	APPROVE	REVIEW_PERSONAL_DATA	Bases statistiques communale, départementale et régionale de la délinquance enregistrée par la police et la gendarmerie nationales 	Ministère de l'intérieur	lov2	11	11	13		aucun signal direct dans les noms et échantillons inspectés
62225f6a523b5729143b138c	HOLD	REVIEW_PERSONAL_DATA	Référentiel Structure de la plateforme Services Publics Plus de la DITP	Direction Interministérielle de la Transformation Publique	lov2	1	1	1	address	signal direct à examiner : address
62263311ca3d6516043e0c4d	APPROVE	REVIEW_PERSONAL_DATA	La formation aux professions de santé	Ministère des Solidarités et de la Santé	lov2	16	16	100		aucun signal direct dans les noms et échantillons inspectés
62263314072c63d4d53e0c50	APPROVE	REVIEW_PERSONAL_DATA	Accessibilité potentielle localisée (APL) aux professionnels de santé	Ministère des Solidarités et de la Santé	lov2	10	10	61		aucun signal direct dans les noms et échantillons inspectés
62269cde735b9c18e23e0c46	APPROVE	REVIEW_PERSONAL_DATA	Taux d’emploi de travailleurs handicapés dans la fonction publique, selon les régions	Caisse des Dépôts	lov2	2	2	2		aucun signal direct dans les noms et échantillons inspectés
